County_Code,City_Name,County_Name,State_ABV,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,taxes,total_cost
2077,"Wheeling, WV-OH MSA",Belmont County,OH," $9,268 "," $7,441 "," $12,804 "," $12,000 "," $6,054 "," $5,640 "," $53,208 "
2078,"Brown County, OH HUD Metro FMR Area",Brown County,OH," $9,248 "," $7,790 "," $13,249 "," $10,744 "," $6,174 "," $5,503 "," $52,707 "
2079,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",Butler County,OH," $12,390 "," $8,220 "," $12,931 "," $11,342 "," $7,468 "," $7,574 "," $59,924 "
2080,"Canton-Massillon, OH MSA",Carroll County,OH," $9,054 "," $8,918 "," $13,838 "," $10,863 "," $6,512 "," $6,020 "," $55,205 "
2081,"Champaign County, OH",Champaign County,OH," $9,937 "," $7,871 "," $13,600 "," $11,288 "," $6,452 "," $5,796 "," $54,944 "
2082,"Springfield, OH MSA",Clark County,OH," $9,949 "," $7,575 "," $12,334 "," $11,492 "," $6,350 "," $5,735 "," $53,435 "
2083,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",Clermont County,OH," $11,913 "," $8,193 "," $13,248 "," $10,744 "," $7,285 "," $7,194 "," $58,577 "
2084,"Clinton County, OH",Clinton County,OH," $9,682 "," $7,092 "," $12,911 "," $10,540 "," $6,078 "," $5,015 "," $51,317 "
2085,"Columbiana County, OH",Columbiana County,OH," $9,569 "," $7,387 "," $12,818 "," $10,600 "," $6,144 "," $5,007 "," $51,525 "
2086,"Coshocton County, OH",Coshocton County,OH," $9,446 "," $6,823 "," $13,242 "," $12,425 "," $5,895 "," $5,352 "," $53,183 "
2087,"Crawford County, OH",Crawford County,OH," $9,343 "," $7,575 "," $12,854 "," $11,288 "," $6,130 "," $5,120 "," $52,311 "
2088,"Cleveland-Elyria, OH MSA",Cuyahoga County,OH," $11,089 "," $8,703 "," $11,513 "," $10,325 "," $7,172 "," $6,226 "," $55,027 "
2089,"Darke County, OH",Darke County,OH," $9,647 "," $7,145 "," $13,195 "," $11,288 "," $6,084 "," $5,209 "," $52,569 "
2090,"Defiance County, OH",Defiance County,OH," $9,818 "," $6,984 "," $13,176 "," $11,408 "," $6,088 "," $5,278 "," $52,753 "
2091,"Columbus, OH HUD Metro FMR Area",Delaware County,OH," $14,530 "," $8,649 "," $13,548 "," $11,611 "," $8,399 "," $9,193 "," $65,930 "
2092,"Erie County, OH",Erie County,OH," $10,252 "," $7,521 "," $13,108 "," $9,941 "," $6,440 "," $5,318 "," $52,580 "
2093,"Columbus, OH HUD Metro FMR Area",Fairfield County,OH," $11,784 "," $7,629 "," $13,349 "," $12,120 "," $7,034 "," $7,236 "," $59,153 "
2094,"Fayette County, OH",Fayette County,OH," $9,654 "," $6,903 "," $12,698 "," $11,408 "," $5,999 "," $5,039 "," $51,701 "
2095,"Columbus, OH HUD Metro FMR Area",Franklin County,OH," $13,239 "," $8,193 "," $11,609 "," $11,611 "," $7,766 "," $7,653 "," $60,071 "
2096,"Toledo, OH MSA",Fulton County,OH," $10,007 "," $7,897 "," $13,745 "," $11,611 "," $6,488 "," $6,357 "," $56,106 "
2097,"Gallia County, OH",Gallia County,OH," $9,259 "," $6,823 "," $13,191 "," $13,143 "," $5,827 "," $5,431 "," $53,674 "
2098,"Cleveland-Elyria, OH MSA",Geauga County,OH," $11,213 "," $8,784 "," $14,127 "," $10,325 "," $7,245 "," $7,076 "," $58,769 "
2099,"Dayton, OH MSA",Greene County,OH," $12,153 "," $7,924 "," $12,817 "," $11,492 "," $7,275 "," $7,260 "," $58,921 "
2100,"Guernsey County, OH",Guernsey County,OH," $9,329 "," $7,199 "," $13,238 "," $12,335 "," $5,989 "," $5,424 "," $53,514 "
2101,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",Hamilton County,OH," $11,366 "," $8,193 "," $12,056 "," $11,342 "," $7,087 "," $6,725 "," $56,769 "
2102,"Hancock County, OH",Hancock County,OH," $10,446 "," $7,629 "," $12,940 "," $11,198 "," $6,549 "," $5,798 "," $54,561 "
2103,"Hardin County, OH",Hardin County,OH," $9,526 "," $7,387 "," $13,355 "," $11,079 "," $6,128 "," $5,225 "," $52,699 "
2104,"Harrison County, OH",Harrison County,OH," $9,269 "," $7,629 "," $13,809 "," $11,797 "," $6,123 "," $5,529 "," $54,154 "
2105,"Henry County, OH",Henry County,OH," $9,926 "," $7,441 "," $13,855 "," $11,408 "," $6,293 "," $5,673 "," $54,596 "
2106,"Highland County, OH",Highland County,OH," $9,740 "," $7,468 "," $13,186 "," $11,827 "," $6,235 "," $5,535 "," $53,990 "
2107,"Hocking County, OH HUD Metro FMR Area",Hocking County,OH," $9,756 "," $7,575 "," $13,299 "," $12,898 "," $6,280 "," $6,310 "," $56,118 "
2108,"Holmes County, OH",Holmes County,OH," $9,232 "," $7,709 "," $13,781 "," $12,036 "," $6,138 "," $5,579 "," $54,475 "
2109,"Huron County, OH",Huron County,OH," $9,570 "," $7,199 "," $13,016 "," $9,941 "," $6,076 "," $4,814 "," $50,616 "
2110,"Jackson County, OH",Jackson County,OH," $9,583 "," $7,441 "," $12,968 "," $13,143 "," $6,168 "," $5,791 "," $55,095 "
2111,"Weirton-Steubenville, WV-OH MSA",Jefferson County,OH," $9,636 "," $7,441 "," $12,786 "," $12,000 "," $6,187 "," $5,798 "," $53,849 "
2112,"Knox County, OH",Knox County,OH," $9,918 "," $7,253 "," $13,270 "," $12,635 "," $6,222 "," $5,748 "," $55,045 "
2113,"Cleveland-Elyria, OH MSA",Lake County,OH," $12,296 "," $8,300 "," $13,106 "," $10,325 "," $7,463 "," $7,194 "," $58,683 "
2114,"Huntington-Ashland, WV-KY-OH HUD Metro FMR Area",Lawrence County,OH," $10,519 "," $7,253 "," $12,602 "," $12,270 "," $6,439 "," $6,254 "," $55,336 "
2115,"Columbus, OH HUD Metro FMR Area",Licking County,OH," $11,580 "," $7,575 "," $13,387 "," $12,120 "," $6,941 "," $7,111 "," $58,714 "
2116,"Logan County, OH",Logan County,OH," $10,265 "," $7,038 "," $13,140 "," $11,408 "," $6,269 "," $5,498 "," $53,618 "
2117,"Cleveland-Elyria, OH MSA",Lorain County,OH," $10,610 "," $7,924 "," $12,903 "," $10,325 "," $6,716 "," $6,043 "," $54,519 "
2118,"Toledo, OH MSA",Lucas County,OH," $10,227 "," $7,656 "," $12,142 "," $11,611 "," $6,480 "," $5,946 "," $54,061 "
2119,"Columbus, OH HUD Metro FMR Area",Madison County,OH," $11,662 "," $7,978 "," $13,718 "," $11,611 "," $7,116 "," $7,265 "," $59,351 "
2120,"Youngstown-Warren-Boardman, OH HUD Metro FMR Area",Mahoning County,OH," $9,507 "," $8,139 "," $12,510 "," $10,803 "," $6,394 "," $5,592 "," $52,946 "
2121,"Marion County, OH",Marion County,OH," $10,256 "," $7,199 "," $12,584 "," $13,892 "," $6,325 "," $6,080 "," $56,336 "
2122,"Cleveland-Elyria, OH MSA",Medina County,OH," $11,980 "," $8,139 "," $13,428 "," $11,133 "," $7,290 "," $7,277 "," $59,247 "
2123,"Meigs County, OH",Meigs County,OH," $9,259 "," $7,575 "," $13,561 "," $12,695 "," $6,100 "," $5,749 "," $54,939 "
2124,"Mercer County, OH",Mercer County,OH," $9,439 "," $6,581 "," $13,919 "," $11,079 "," $5,805 "," $5,040 "," $51,863 "
2125,"Dayton, OH MSA",Miami County,OH," $10,243 "," $7,844 "," $13,132 "," $12,479 "," $6,554 "," $6,531 "," $56,783 "
2126,"Monroe County, OH",Monroe County,OH," $9,586 "," $7,629 "," $13,803 "," $12,335 "," $6,237 "," $5,831 "," $55,421 "
2127,"Dayton, OH MSA",Montgomery County,OH," $10,590 "," $7,951 "," $12,084 "," $11,492 "," $6,718 "," $6,197 "," $55,032 "
2128,"Morgan County, OH",Morgan County,OH," $9,336 "," $7,360 "," $13,643 "," $12,335 "," $6,050 "," $5,541 "," $54,265 "
2129,"Columbus, OH HUD Metro FMR Area",Morrow County,OH," $10,425 "," $7,844 "," $14,428 "," $11,821 "," $6,620 "," $6,794 "," $57,931 "
2130,"Muskingum County, OH",Muskingum County,OH," $9,508 "," $7,226 "," $12,774 "," $12,335 "," $6,063 "," $5,372 "," $53,278 "
2131,"Noble County, OH",Noble County,OH," $9,336 "," $7,333 "," $13,823 "," $12,335 "," $6,040 "," $5,567 "," $54,434 "
2132,"Ottawa County, OH",Ottawa County,OH," $10,034 "," $8,542 "," $13,653 "," $9,941 "," $6,731 "," $5,708 "," $54,610 "
2133,"Paulding County, OH",Paulding County,OH," $9,595 "," $7,709 "," $14,132 "," $11,079 "," $6,270 "," $5,578 "," $54,363 "
2134,"Perry County, OH HUD Metro FMR Area",Perry County,OH," $9,187 "," $7,494 "," $13,289 "," $12,120 "," $6,044 "," $5,802 "," $53,937 "
2135,"Columbus, OH HUD Metro FMR Area",Pickaway County,OH," $11,037 "," $7,011 "," $13,979 "," $11,611 "," $6,539 "," $6,597 "," $56,775 "
2136,"Pike County, OH",Pike County,OH," $9,606 "," $7,280 "," $13,005 "," $12,066 "," $6,118 "," $5,427 "," $53,502 "
2137,"Akron, OH MSA",Portage County,OH," $11,062 "," $8,193 "," $12,924 "," $11,133 "," $6,977 "," $6,641 "," $56,930 "
2138,"Preble County, OH",Preble County,OH," $9,917 "," $7,441 "," $13,539 "," $11,288 "," $6,289 "," $5,586 "," $54,060 "
2139,"Putnam County, OH",Putnam County,OH," $9,298 "," $7,629 "," $14,487 "," $11,079 "," $6,133 "," $5,502 "," $54,127 "
2140,"Mansfield, OH MSA",Richland County,OH," $9,499 "," $7,441 "," $12,716 "," $11,492 "," $6,138 "," $5,628 "," $52,914 "
2141,"Ross County, OH",Ross County,OH," $10,016 "," $7,118 "," $13,075 "," $12,066 "," $6,209 "," $5,556 "," $54,041 "
2142,"Sandusky County, OH",Sandusky County,OH," $9,858 "," $6,930 "," $12,937 "," $9,941 "," $6,083 "," $4,840 "," $50,590 "
2143,"Scioto County, OH",Scioto County,OH," $9,972 "," $7,092 "," $12,621 "," $12,066 "," $6,183 "," $5,452 "," $53,386 "
2144,"Seneca County, OH",Seneca County,OH," $9,452 "," $7,065 "," $13,133 "," $9,941 "," $5,985 "," $4,723 "," $50,299 "
2145,"Shelby County, OH",Shelby County,OH," $9,724 "," $7,145 "," $13,281 "," $11,288 "," $6,112 "," $5,290 "," $52,840 "
2146,"Canton-Massillon, OH MSA",Stark County,OH," $9,502 "," $7,897 "," $12,590 "," $10,863 "," $6,305 "," $5,529 "," $52,687 "
2147,"Akron, OH MSA",Summit County,OH," $10,586 "," $8,435 "," $12,305 "," $11,133 "," $6,892 "," $6,305 "," $55,655 "
2148,"Youngstown-Warren-Boardman, OH HUD Metro FMR Area",Trumbull County,OH," $9,437 "," $7,441 "," $12,609 "," $10,803 "," $6,115 "," $5,319 "," $51,725 "
2149,"Tuscarawas County, OH",Tuscarawas County,OH," $10,031 "," $7,871 "," $12,858 "," $13,084 "," $6,486 "," $6,076 "," $56,406 "
2150,"Union County, OH HUD Metro FMR Area",Union County,OH," $13,531 "," $7,897 "," $14,287 "," $11,611 "," $7,764 "," $8,514 "," $63,606 "
2151,"Van Wert County, OH",Van Wert County,OH," $9,613 "," $7,118 "," $13,386 "," $11,079 "," $6,063 "," $5,182 "," $52,440 "
2152,"Vinton County, OH",Vinton County,OH," $9,336 "," $7,306 "," $13,559 "," $13,143 "," $6,030 "," $5,807 "," $55,182 "
2153,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",Warren County,OH," $14,888 "," $8,327 "," $13,504 "," $11,342 "," $8,412 "," $9,273 "," $65,746 "
2154,"Washington County, OH",Washington County,OH," $9,290 "," $7,521 "," $13,089 "," $12,695 "," $6,092 "," $5,552 "," $54,239 "
2155,"Wayne County, OH",Wayne County,OH," $10,118 "," $8,139 "," $13,140 "," $12,036 "," $6,615 "," $6,025 "," $56,075 "
2156,"Williams County, OH",Williams County,OH," $9,367 "," $7,548 "," $13,180 "," $11,408 "," $6,129 "," $5,255 "," $52,887 "
2157,"Toledo, OH MSA",Wood County,OH," $10,982 "," $7,817 "," $12,816 "," $11,611 "," $6,812 "," $6,610 "," $56,648 "
2158,"Wyandot County, OH",Wyandot County,OH," $9,258 "," $7,790 "," $13,606 "," $9,941 "," $6,177 "," $5,008 "," $51,781 "
2159,"Adair County, OK",Adair County,OK," $9,581 "," $7,951 "," $13,777 "," $13,730 "," $6,352 "," $7,472 "," $58,863 "
2160,"Alfalfa County, OK",Alfalfa County,OK," $9,479 "," $8,139 "," $15,265 "," $16,094 "," $6,384 "," $8,752 "," $64,112 "
2161,"Atoka County, OK",Atoka County,OK," $9,644 "," $8,059 "," $13,901 "," $13,730 "," $6,414 "," $7,673 "," $59,421 "
2162,"Beaver County, OK",Beaver County,OK," $9,196 "," $7,951 "," $14,750 "," $13,730 "," $6,213 "," $7,547 "," $59,386 "
2163,"Beckham County, OK",Beckham County,OK," $10,471 "," $8,542 "," $13,314 "," $13,730 "," $6,889 "," $8,163 "," $61,108 "
2164,"Blaine County, OK",Blaine County,OK," $9,534 "," $8,408 "," $14,239 "," $13,730 "," $6,501 "," $7,932 "," $60,343 "
2165,"Bryan County, OK",Bryan County,OK," $9,828 "," $8,569 "," $13,218 "," $16,094 "," $6,666 "," $8,542 "," $62,917 "
2166,"Caddo County, OK",Caddo County,OK," $9,086 "," $8,005 "," $13,878 "," $16,094 "," $6,193 "," $8,029 "," $61,284 "
2167,"Oklahoma City, OK HUD Metro FMR Area",Canadian County,OK," $12,867 "," $8,542 "," $13,887 "," $12,864 "," $7,757 "," $9,727 "," $65,644 "
2168,"Carter County, OK",Carter County,OK," $9,959 "," $7,897 "," $13,527 "," $13,730 "," $6,470 "," $7,607 "," $59,190 "
2169,"Cherokee County, OK",Cherokee County,OK," $9,409 "," $8,784 "," $13,136 "," $13,730 "," $6,592 "," $7,557 "," $59,208 "
2170,"Choctaw County, OK",Choctaw County,OK," $9,077 "," $7,924 "," $13,280 "," $13,730 "," $6,160 "," $7,025 "," $57,195 "
2171,"Cimarron County, OK",Cimarron County,OK," $9,364 "," $8,220 "," $14,664 "," $13,730 "," $6,371 "," $7,782 "," $60,130 "
2172,"Oklahoma City, OK HUD Metro FMR Area",Cleveland County,OK," $12,662 "," $8,300 "," $13,266 "," $13,343 "," $7,595 "," $9,420 "," $64,586 "
2173,"Coal County, OK",Coal County,OK," $9,630 "," $8,085 "," $14,147 "," $13,730 "," $6,419 "," $7,718 "," $59,729 "
2174,"Lawton, OK HUD Metro FMR Area",Comanche County,OK," $10,202 "," $7,790 "," $12,572 "," $13,523 "," $6,519 "," $7,473 "," $58,079 "
2175,"Cotton County, OK HUD Metro FMR Area",Cotton County,OK," $9,550 "," $8,085 "," $14,646 "," $13,672 "," $6,390 "," $7,804 "," $60,147 "
2176,"Craig County, OK",Craig County,OK," $9,623 "," $8,112 "," $13,942 "," $13,730 "," $6,426 "," $7,629 "," $59,462 "
2177,"Tulsa, OK HUD Metro FMR Area",Creek County,OK," $10,746 "," $8,408 "," $13,842 "," $12,625 "," $6,940 "," $8,197 "," $60,759 "
2178,"Custer County, OK",Custer County,OK," $9,960 "," $8,918 "," $12,656 "," $13,730 "," $6,840 "," $7,865 "," $59,969 "
2179,"Delaware County, OK",Delaware County,OK," $9,131 "," $8,273 "," $13,554 "," $13,730 "," $6,306 "," $7,376 "," $58,371 "
2180,"Dewey County, OK",Dewey County,OK," $9,691 "," $8,811 "," $14,791 "," $13,730 "," $6,704 "," $8,271 "," $61,998 "
2181,"Ellis County, OK",Ellis County,OK," $9,707 "," $9,026 "," $15,296 "," $13,730 "," $6,787 "," $8,558 "," $63,104 "
2182,"Enid, OK MSA",Garfield County,OK," $10,669 "," $7,924 "," $13,298 "," $13,672 "," $6,737 "," $8,020 "," $60,321 "
2183,"Garvin County, OK",Garvin County,OK," $9,554 "," $8,273 "," $13,705 "," $13,730 "," $6,460 "," $7,684 "," $59,406 "
2184,"Grady County, OK HUD Metro FMR Area",Grady County,OK," $9,674 "," $8,488 "," $14,066 "," $13,343 "," $6,581 "," $7,788 "," $59,941 "
2185,"Grant County, OK",Grant County,OK," $9,710 "," $7,817 "," $15,400 "," $16,094 "," $6,351 "," $8,835 "," $64,207 "
2186,"Greer County, OK",Greer County,OK," $9,280 "," $8,596 "," $13,445 "," $13,730 "," $6,477 "," $7,509 "," $59,036 "
2187,"Harmon County, OK",Harmon County,OK," $9,196 "," $8,542 "," $13,969 "," $13,730 "," $6,427 "," $7,589 "," $59,452 "
2188,"Harper County, OK",Harper County,OK," $9,853 "," $8,838 "," $15,216 "," $13,730 "," $6,772 "," $8,560 "," $62,969 "
2189,"Haskell County, OK",Haskell County,OK," $9,788 "," $8,059 "," $13,962 "," $13,730 "," $6,467 "," $7,795 "," $59,800 "
2190,"Hughes County, OK",Hughes County,OK," $9,634 "," $7,844 "," $14,195 "," $13,730 "," $6,333 "," $7,720 "," $59,454 "
2191,"Jackson County, OK",Jackson County,OK," $9,347 "," $8,435 "," $13,067 "," $13,730 "," $6,443 "," $7,416 "," $58,436 "
2192,"Jefferson County, OK",Jefferson County,OK," $9,504 "," $8,085 "," $14,237 "," $13,730 "," $6,373 "," $7,660 "," $59,589 "
2193,"Johnston County, OK",Johnston County,OK," $9,256 "," $7,978 "," $13,922 "," $13,730 "," $6,244 "," $7,334 "," $58,463 "
2194,"Kay County, OK",Kay County,OK," $9,481 "," $7,414 "," $13,339 "," $16,094 "," $6,122 "," $7,829 "," $60,279 "
2195,"Kingfisher County, OK",Kingfisher County,OK," $10,139 "," $8,273 "," $14,773 "," $13,730 "," $6,671 "," $8,368 "," $61,954 "
2196,"Kiowa County, OK",Kiowa County,OK," $9,160 "," $8,085 "," $13,935 "," $13,730 "," $6,249 "," $7,335 "," $58,494 "
2197,"Latimer County, OK",Latimer County,OK," $9,406 "," $8,327 "," $13,900 "," $13,730 "," $6,425 "," $7,598 "," $59,386 "
2198,"Le Flore County, OK HUD Metro FMR Area",Le Flore County,OK," $9,481 "," $8,273 "," $13,550 "," $13,642 "," $6,433 "," $7,509 "," $58,889 "
2199,"Lincoln County, OK HUD Metro FMR Area",Lincoln County,OK," $9,814 "," $8,461 "," $13,975 "," $13,343 "," $6,622 "," $7,809 "," $60,025 "
2200,"Oklahoma City, OK HUD Metro FMR Area",Logan County,OK," $10,665 "," $8,408 "," $14,352 "," $12,864 "," $6,911 "," $8,393 "," $61,593 "
2201,"Love County, OK",Love County,OK," $9,382 "," $8,166 "," $14,379 "," $13,730 "," $6,358 "," $7,628 "," $59,642 "
2202,"Oklahoma City, OK HUD Metro FMR Area",McClain County,OK," $10,665 "," $8,542 "," $14,676 "," $13,343 "," $6,960 "," $8,717 "," $62,903 "
2203,"McCurtain County, OK",McCurtain County,OK," $9,433 "," $8,354 "," $13,812 "," $13,730 "," $6,445 "," $7,641 "," $59,415 "
2204,"McIntosh County, OK",McIntosh County,OK," $9,944 "," $8,273 "," $13,505 "," $16,094 "," $6,601 "," $8,666 "," $63,083 "
2205,"Major County, OK",Major County,OK," $9,379 "," $8,327 "," $14,553 "," $13,730 "," $6,416 "," $7,753 "," $60,158 "
2206,"Marshall County, OK",Marshall County,OK," $9,077 "," $8,005 "," $13,653 "," $16,094 "," $6,189 "," $8,016 "," $61,033 "
2207,"Mayes County, OK",Mayes County,OK," $9,840 "," $8,354 "," $13,901 "," $16,094 "," $6,592 "," $8,681 "," $63,463 "
2208,"Murray County, OK",Murray County,OK," $9,245 "," $7,897 "," $14,132 "," $13,730 "," $6,211 "," $7,417 "," $58,632 "
2209,"Muskogee County, OK",Muskogee County,OK," $9,551 "," $7,790 "," $12,853 "," $13,730 "," $6,283 "," $7,142 "," $57,349 "
2210,"Noble County, OK",Noble County,OK," $9,936 "," $8,112 "," $13,983 "," $13,730 "," $6,540 "," $7,938 "," $60,238 "
2211,"Nowata County, OK",Nowata County,OK," $9,298 "," $8,381 "," $13,906 "," $13,730 "," $6,406 "," $7,675 "," $59,395 "
2212,"Okfuskee County, OK",Okfuskee County,OK," $9,258 "," $8,112 "," $13,942 "," $16,094 "," $6,294 "," $8,165 "," $61,865 "
2213,"Oklahoma City, OK HUD Metro FMR Area",Oklahoma County,OK," $11,896 "," $8,139 "," $12,608 "," $12,864 "," $7,259 "," $8,492 "," $61,259 "
2214,"Okmulgee County, OK HUD Metro FMR Area",Okmulgee County,OK," $9,366 "," $7,897 "," $13,104 "," $14,061 "," $6,255 "," $7,378 "," $58,062 "
2215,"Tulsa, OK HUD Metro FMR Area",Osage County,OK," $9,640 "," $8,623 "," $14,240 "," $14,061 "," $6,617 "," $8,201 "," $61,383 "
2216,"Ottawa County, OK",Ottawa County,OK," $9,329 "," $8,005 "," $13,508 "," $13,730 "," $6,281 "," $7,293 "," $58,145 "
2217,"Pawnee County, OK HUD Metro FMR Area",Pawnee County,OK," $9,362 "," $8,515 "," $13,808 "," $14,061 "," $6,478 "," $7,879 "," $60,104 "
2218,"Payne County, OK",Payne County,OK," $11,107 "," $8,193 "," $12,461 "," $13,730 "," $6,993 "," $8,167 "," $60,650 "
2219,"Pittsburg County, OK",Pittsburg County,OK," $9,677 "," $8,649 "," $13,307 "," $13,730 "," $6,640 "," $7,783 "," $59,786 "
2220,"Pontotoc County, OK",Pontotoc County,OK," $9,632 "," $7,387 "," $13,225 "," $13,730 "," $6,167 "," $7,080 "," $57,221 "
2221,"Pottawatomie County, OK",Pottawatomie County,OK," $9,649 "," $7,978 "," $13,384 "," $13,730 "," $6,387 "," $7,447 "," $58,574 "
2222,"Pushmataha County, OK",Pushmataha County,OK," $9,407 "," $8,112 "," $14,110 "," $13,730 "," $6,348 "," $7,611 "," $59,317 "
2223,"Roger Mills County, OK",Roger Mills County,OK," $9,196 "," $8,811 "," $15,187 "," $13,730 "," $6,524 "," $8,088 "," $61,536 "
2224,"Tulsa, OK HUD Metro FMR Area",Rogers County,OK," $11,757 "," $8,945 "," $14,257 "," $12,625 "," $7,501 "," $9,219 "," $64,304 "
2225,"Seminole County, OK",Seminole County,OK," $9,212 "," $7,871 "," $13,641 "," $16,094 "," $6,190 "," $8,016 "," $61,024 "
2226,"Fort Smith, AR-OK HUD Metro FMR Area",Sequoyah County,OK," $9,482 "," $8,300 "," $13,225 "," $13,642 "," $6,443 "," $7,487 "," $58,579 "
2227,"Stephens County, OK",Stephens County,OK," $9,583 "," $8,488 "," $13,478 "," $13,969 "," $6,548 "," $7,732 "," $59,798 "
2228,"Texas County, OK",Texas County,OK," $9,948 "," $8,059 "," $13,858 "," $13,730 "," $6,524 "," $7,752 "," $59,871 "
2229,"Tillman County, OK",Tillman County,OK," $9,317 "," $8,085 "," $14,126 "," $13,730 "," $6,306 "," $7,500 "," $59,063 "
2230,"Tulsa, OK HUD Metro FMR Area",Tulsa County,OK," $11,663 "," $8,408 "," $12,654 "," $12,625 "," $7,272 "," $8,401 "," $61,023 "
2231,"Tulsa, OK HUD Metro FMR Area",Wagoner County,OK," $11,946 "," $8,703 "," $14,115 "," $12,625 "," $7,482 "," $9,183 "," $64,055 "
2232,"Washington County, OK",Washington County,OK," $9,877 "," $7,844 "," $13,286 "," $13,730 "," $6,421 "," $7,516 "," $58,673 "
2233,"Washita County, OK",Washita County,OK," $9,278 "," $8,703 "," $14,344 "," $16,094 "," $6,515 "," $8,579 "," $63,514 "
2234,"Woods County, OK",Woods County,OK," $9,383 "," $8,166 "," $14,387 "," $13,730 "," $6,359 "," $7,645 "," $59,668 "
2235,"Woodward County, OK",Woodward County,OK," $10,603 "," $8,784 "," $13,765 "," $16,094 "," $7,025 "," $9,289 "," $65,559 "
2236,"Baker County, OR",Baker County,OR," $10,872 "," $8,461 "," $13,844 "," $13,840 "," $7,005 "," $11,125 "," $65,148 "
2237,"Corvallis, OR MSA",Benton County,OR," $16,559 "," $9,187 "," $14,436 "," $11,518 "," $9,329 "," $15,126 "," $76,154 "
2238,"Portland-Vancouver-Hillsboro, OR-WA MSA",Clackamas County,OR," $21,451 "," $9,348 "," $14,047 "," $11,069 "," $11,160 "," $18,179 "," $85,253 "
